number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_gamma,params_kernel,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
98,0.6621964479879586,2025-12-15 22:53:32.647872,2025-12-15 22:53:33.218209,0 days 00:00:00.570337,1.2484372802176735,,1.635069796318086e-05,poly,1082,2.2178360940558923e-06,0.4949878081820645,0.5,0.47134754061698914,COMPLETE
99,0.7256082871592278,2025-12-15 22:53:33.218364,2025-12-15 22:55:25.101506,0 days 00:01:51.883142,0.31638603686371713,,,linear,1216,1.2253989589767764e-06,0.7731395259059962,0.7752557019058426,0.36355820298194885,COMPLETE
100,0.7224880382770198,2025-12-15 22:55:25.101705,2025-12-15 22:55:26.104941,0 days 00:00:01.003236,0.1552760406794808,,,linear,1553,3.595782777604793e-06,0.7722378978804637,0.7732206283430939,0.354026198387146,COMPLETE
101,0.7252263273790015,2025-12-15 22:55:26.105089,2025-12-15 22:57:30.835412,0 days 00:02:04.730323,0.5615197835669448,,,linear,1293,3.3111749144924823e-06,0.7709410196393394,0.7744791703371694,0.3810485601425171,COMPLETE
102,0.7242217898827746,2025-12-15 22:57:30.835624,2025-12-15 23:00:13.797591,0 days 00:02:42.961967,0.9098340746328697,,,linear,1684,4.596776906577649e-06,0.7681620074239368,0.772962518587426,0.3793698847293854,COMPLETE
103,0.7256594724215698,2025-12-15 23:00:13.797904,2025-12-15 23:02:29.451469,0 days 00:02:15.653565,0.36340708237209174,,,linear,1465,1.5750059752875757e-06,0.7730804108879221,0.7754616905219984,0.36085033416748047,COMPLETE
104,0.7260837975291748,2025-12-15 23:02:29.451841,2025-12-15 23:05:38.705840,0 days 00:03:09.253999,0.46309884183971173,,,linear,1861,2.0390488392659553e-06,0.7722524089788646,0.7751507255262621,0.37036818265914917,COMPLETE
105,0.7251015046567805,2025-12-15 23:05:38.706174,2025-12-15 23:06:41.847878,0 days 00:01:03.141704,0.20415239461397633,,,linear,1852,2.0127635635179497e-06,0.7727485741708451,0.7739730814135136,0.35248658061027527,COMPLETE
106,0.724763979665447,2025-12-15 23:06:41.848235,2025-12-15 23:09:10.882820,0 days 00:02:29.034585,0.29521258034248116,,,linear,1601,1.5287642085713873e-06,0.7729839271576406,0.7751027153498664,0.36657556891441345,COMPLETE
107,0.6683330128816821,2025-12-15 23:09:10.883135,2025-12-15 23:09:11.532000,0 days 00:00:00.648865,0.5431582746557517,,0.00019022096618650475,rbf,1758,5.720096986685487e-06,0.6891971015196304,0.6774216802798274,0.3177110552787781,COMPLETE
108,0.7184695323566185,2025-12-15 23:09:11.532180,2025-12-15 23:09:12.425590,0 days 00:00:00.893410,0.10241503441235658,,,linear,932,3.118940262069819e-06,0.7706308930258821,0.7704030035871089,0.3408080041408539,COMPLETE
109,0.6676840900415145,2025-12-15 23:09:12.425752,2025-12-15 23:09:13.025359,0 days 00:00:00.599607,2.33790347329971,,5.051780645433071e-06,sigmoid,3576,1.2079815672734958e-06,0.6769127702671771,0.6638857469385071,0.3176961839199066,COMPLETE
110,0.722732626619062,2025-12-15 23:09:13.025536,2025-12-15 23:11:52.020245,0 days 00:02:38.994709,0.2232190798480066,balanced,,linear,2268,2.555843366530668e-06,0.7694729722241822,0.7734436480921607,0.3717319071292877,COMPLETE
111,0.7263004375298902,2025-12-15 23:11:52.020566,2025-12-15 23:12:21.206744,0 days 00:00:29.186178,0.45006038383640323,,,linear,1416,7.869039874907337e-06,0.7722733964070791,0.7751109372760993,0.3712560832500458,COMPLETE
112,0.7256379100845609,2025-12-15 23:12:21.207088,2025-12-15 23:12:47.312904,0 days 00:00:26.105816,0.48789390952279915,,,linear,1236,7.3639361462207854e-06,0.7718417913713471,0.7750761409097208,0.37276312708854675,COMPLETE
113,0.7242460796134997,2025-12-15 23:12:47.313190,2025-12-15 23:15:29.141284,0 days 00:02:41.828094,0.7169213590133372,,,linear,1628,4.279799726734693e-06,0.7690506081476233,0.7736089675374861,0.3695247173309326,COMPLETE
114,0.7227015035735743,2025-12-15 23:15:29.141606,2025-12-15 23:16:40.029392,0 days 00:01:10.887786,1.0923076442718793,,,linear,1373,9.832163982532135e-06,0.7674383127298334,0.7723310452887188,0.39233723282814026,COMPLETE
115,0.7265345115829807,2025-12-15 23:16:40.029715,2025-12-15 23:18:07.399295,0 days 00:01:27.369580,0.4079891923481938,,,linear,1098,2.222248071983674e-06,0.7728041818622102,0.7753313142631627,0.35763469338417053,COMPLETE
