number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_l1_ratio,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
58,0.7262113251600498,2025-12-16 22:27:47.930943,2025-12-16 22:27:49.206747,0 days 00:00:01.275804,0.08294724742031727,,0.09477048094656504,3400,1.8725019223369073e-05,0.7422913864601415,0.9353634433789619,0.373974472284317,COMPLETE
59,0.7281733746125091,2025-12-16 22:27:49.206905,2025-12-16 22:27:50.355261,0 days 00:00:01.148356,0.40480599374822146,,0.15406524276982891,4371,5.319815611162845e-05,0.7505208384085523,0.9375645948371223,0.4079979956150055,COMPLETE
60,0.7011557512378266,2025-12-16 22:27:50.355443,2025-12-16 22:27:50.602892,0 days 00:00:00.247449,0.0031132235939801828,,0.05125060650848356,4779,0.00013835423854783053,0.723161267316182,0.927699853034748,0.3970746099948883,COMPLETE
61,0.7288732394361318,2025-12-16 22:27:50.603043,2025-12-16 22:27:51.850927,0 days 00:00:01.247884,0.21716718742184385,,0.0028426009332244775,3678,3.9128163094993926e-05,0.7499656469271263,0.9373388488387391,0.3649773597717285,COMPLETE
62,0.7288836385110294,2025-12-16 22:27:51.851081,2025-12-16 22:27:53.004601,0 days 00:00:01.153520,0.2667800567187722,,0.0333081464306513,3204,8.007638160636818e-05,0.7503859718747787,0.9374657989693493,0.3733151853084564,COMPLETE
63,0.7186046511623041,2025-12-16 22:27:53.004755,2025-12-16 22:27:53.786465,0 days 00:00:00.781710,0.03510180468120032,,0.10167310238824952,3859,1.3934486505814026e-05,0.7393837088617656,0.9339721108991296,0.3819538950920105,COMPLETE
64,0.7270486752921743,2025-12-16 22:27:53.786622,2025-12-16 22:27:55.886030,0 days 00:00:02.099408,0.8262744212858553,,0.0015180046060849625,4182,6.080273090749092e-05,0.7562649672519467,0.9383329502647269,0.4054350256919861,COMPLETE
65,0.7225130890047489,2025-12-16 22:27:55.886195,2025-12-16 22:27:56.888599,0 days 00:00:01.002404,0.04984091442074505,,0.12406580360761468,3024,6.884874962780952e-06,0.7399944274441499,0.9343918653632438,0.3783848285675049,COMPLETE
66,0.7284533648165125,2025-12-16 22:27:56.888758,2025-12-16 22:27:57.957776,0 days 00:00:01.069018,0.11230963305638823,balanced,0.03244239142507944,3453,3.1589425221917267e-05,0.7436213277286954,0.9360847044032756,0.6935007572174072,COMPLETE
67,0.7271634615379707,2025-12-16 22:27:57.958051,2025-12-16 22:27:59.470682,0 days 00:00:01.512631,2.152707728477552,,0.07995156158502012,2682,4.496976437790397e-05,0.7572784267006119,0.9380217176864567,0.3705199956893921,COMPLETE
68,0.7129411764701001,2025-12-16 22:27:59.470833,2025-12-16 22:27:59.821486,0 days 00:00:00.350653,0.019273011179514885,,0.19593103174270715,3145,0.0006535599436572763,0.7359311329901367,0.9321088105950122,0.40993639826774597,COMPLETE
69,0.5706168831164697,2025-12-16 22:27:59.821636,2025-12-16 22:27:59.888831,0 days 00:00:00.067195,0.000125784459621492,,0.13485350148454886,4580,0.0001152741874768604,0.3398189824167263,0.7777041785533111,0.22991235554218292,COMPLETE
70,0.7250459277398622,2025-12-16 22:27:59.888969,2025-12-16 22:27:59.951266,0 days 00:00:00.062297,0.3663642131785657,balanced,0.03452457144463089,4078,0.005182744641318619,0.7472580236478643,0.9368842854678445,0.7073689699172974,COMPLETE
71,0.7294117647053943,2025-12-16 22:27:59.951387,2025-12-16 22:28:00.851580,0 days 00:00:00.900193,0.16617650278686297,,0.07885071672321756,4004,0.00044319014622215287,0.7458171157469813,0.9364906376838154,0.37256449460983276,COMPLETE
72,0.7286549707597465,2025-12-16 22:28:00.851736,2025-12-16 22:28:01.096551,0 days 00:00:00.244815,0.12936312265697736,,0.08080219717156388,3838,0.0011300182757064906,0.7412950836881899,0.935785757321516,0.3657870590686798,COMPLETE
73,0.7250580046398848,2025-12-16 22:28:01.096703,2025-12-16 22:28:02.071063,0 days 00:00:00.974360,0.07347893579754304,,0.11084805995336248,3589,0.00037935624047767165,0.7402520201405413,0.9350389015128052,0.3684283494949341,COMPLETE
74,0.727053140096127,2025-12-16 22:28:02.071219,2025-12-16 22:28:03.573890,0 days 00:00:01.502671,0.552745388472237,,0.0004354742871121923,4284,0.00023588512273827275,0.7543957451534232,0.9381998573858612,0.38073334097862244,COMPLETE
75,0.7299528301881907,2025-12-16 22:28:03.574053,2025-12-16 22:28:04.047755,0 days 00:00:00.473702,0.25722317706130715,,0.15886151489379483,3983,0.000702730912790854,0.7459518665606383,0.9366155402316737,0.36924493312835693,COMPLETE
76,0.7194412107096414,2025-12-16 22:28:04.047915,2025-12-16 22:28:04.697215,0 days 00:00:00.649300,0.044743636943270465,,0.1518870415475448,4056,0.0006200786299893432,0.7387446582134595,0.9340476155131012,0.3829307556152344,COMPLETE
77,0.5821831869506459,2025-12-16 22:28:04.697375,2025-12-16 22:28:04.796038,0 days 00:00:00.098663,0.00039343877913884456,,0.06556126494034079,1667,0.0019739621722607435,0.3944841693208781,0.8155135619084085,0.2707022428512573,COMPLETE
78,0.7159904534601306,2025-12-16 22:28:04.796179,2025-12-16 22:28:04.886830,0 days 00:00:00.090651,155.32640183652032,,0.17666635961365645,3940,0.0010929341652510993,0.7457173490862308,0.9345710288540242,0.3654577136039734,COMPLETE
