number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
55,0.47241867043801694,2025-12-16 22:32:01.212820,2025-12-16 22:32:02.432481,0 days 00:00:01.219661,0.06057382387844164,0.7451232310981006,92,2.7940612122022443,0.00010055109375691939,0.007558731168195111,12,114,1097,0.6149366191680434,0.4404472806443025,0.7446889162889896,0.20604009926319122,COMPLETE
56,0.5161290322575707,2025-12-16 22:32:02.432635,2025-12-16 22:32:03.313192,0 days 00:00:00.880557,0.3014843688213401,0.8275399397011467,153,1.2014739426473622,3.389083206305493,0.09127104860285284,7,175,924,0.7313970759008301,0.4818561252710758,0.7742018794988004,0.26535823941230774,COMPLETE
57,0.5249537892786162,2025-12-16 22:32:03.313329,2025-12-16 22:32:04.190278,0 days 00:00:00.876949,2.25643477699531,0.8674117998012205,126,1.6290626926237708,0.0200024786619114,0.050960968557238105,10,145,785,0.8286442174018824,0.4971101447282744,0.7830995067981872,0.2763683795928955,COMPLETE
58,0.4899451553925574,2025-12-16 22:32:04.190402,2025-12-16 22:32:04.758097,0 days 00:00:00.567695,1.0689058126934094e-08,0.9102170080931364,143,0.4349526166157557,2.0595634133001777e-05,0.010478198761643591,3,91,490,0.7901930617894715,0.46636631119199873,0.7440807451346308,0.25718939304351807,COMPLETE
59,0.3387978142073688,2025-12-16 22:32:04.758217,2025-12-16 22:32:05.041206,0 days 00:00:00.282989,0.7761823446160029,0.6835186023876786,116,7.044667962045155,0.0002673635336374717,0.004985061082083186,13,420,720,0.9374050818557083,0.20394736842105263,0.5,0.2187599092721939,COMPLETE
60,0.46691176470538626,2025-12-16 22:32:05.041319,2025-12-16 22:32:05.892688,0 days 00:00:00.851369,0.14435543802573653,0.5246678511183046,72,1.0643842019585947,0.003034647630644804,0.002632680990614848,11,39,410,0.7441557617425795,0.46613123187504846,0.7337043455078647,0.24291548132896423,COMPLETE
61,0.5542635658909736,2025-12-16 22:32:05.892804,2025-12-16 22:32:07.496758,0 days 00:00:01.603954,0.23270538583448022,0.7943917521635185,162,3.7404135115679598,9.60581077697744,0.009434390846782388,15,54,998,0.738488403469445,0.523880455051552,0.7875649826712876,0.2880702316761017,COMPLETE
62,0.5598455598450608,2025-12-16 22:32:07.496887,2025-12-16 22:32:10.032537,0 days 00:00:02.535650,4.344527159426826e-05,0.8497840880153537,157,3.74532529910101,17.055953358961943,0.00694267073858793,15,15,1075,0.7160054086045134,0.5333787452770157,0.7924303519061584,0.2803642153739929,COMPLETE
63,0.5391304347821181,2025-12-16 22:32:10.032700,2025-12-16 22:32:12.948355,0 days 00:00:02.915655,1.739210191872824e-06,0.7984299080192322,159,3.8113198789948073,5.872104267751925,0.006830062166805591,15,6,1049,0.7085767157772599,0.5398122748775561,0.7958002865902427,0.21601822972297668,COMPLETE
64,0.5522875816988644,2025-12-16 22:32:12.948571,2025-12-16 22:32:15.396073,0 days 00:00:02.447502,0.0001827773100953052,0.7713520791889437,173,3.2578320551474853,14.512674087741125,0.012099560173588694,14,23,1244,0.6603175516331377,0.5345604532919844,0.7980580178619034,0.20701229572296143,COMPLETE
