number,value,datetime_start,datetime_complete,duration,params_batch_size,params_cls_weight,params_dropout,params_hidden_dim,params_lr,params_n_heads,params_n_layers,params_weight_decay,state
10,0.55492749569306,2025-12-23 03:49:55.315754,2025-12-23 03:50:09.895958,0 days 00:00:14.580204,128,0.11774271414434206,0.17100778959738644,384,0.00014959813078023823,4,1,4.6571110255263935e-05,COMPLETE
11,0.5339932326696477,2025-12-23 03:50:09.896238,2025-12-23 03:50:15.159174,0 days 00:00:05.262936,128,0.10011179756849688,0.17079274976376638,384,0.00023555466276851974,4,1,3.941226663504961e-05,PRUNED
12,0.516468842877518,2025-12-23 03:50:15.159340,2025-12-23 03:50:21.021368,0 days 00:00:05.862028,128,0.17549591420214558,0.2315682104225599,384,0.00041462654673941494,4,1,0.00010222211582202355,PRUNED
13,-0.1021184206079264,2025-12-23 03:50:21.021553,2025-12-23 03:50:21.693904,0 days 00:00:00.672351,128,0.47745418971121073,0.11620140121379005,384,7.863486836856979e-05,4,1,0.0063184539937182595,PRUNED
14,0.4742157215017297,2025-12-23 03:50:21.694060,2025-12-23 03:50:25.518957,0 days 00:00:03.824897,32,0.67810533319802,0.38682431892899577,384,0.0004837665361103428,4,3,0.00023520309902241163,PRUNED
15,0.5275827237996872,2025-12-23 03:50:25.519120,2025-12-23 03:50:31.005453,0 days 00:00:05.486333,128,0.17798421326288769,0.2072969744995361,768,8.914838392729593e-05,4,2,6.237586858893069e-06,PRUNED
16,0.5276452095396332,2025-12-23 03:50:31.005612,2025-12-23 03:50:36.021906,0 days 00:00:05.016294,128,0.2960724247486945,0.10881746838943379,384,0.0003545492981403673,4,1,1.1204091730111453e-10,PRUNED
17,-0.07117819626543971,2025-12-23 03:50:36.022241,2025-12-23 03:50:36.578493,0 days 00:00:00.556252,128,1.8748302006521333,0.2633903715679879,384,0.00010571257371813697,4,1,6.375596274710931e-06,PRUNED
18,0.41999098571435833,2025-12-23 03:50:36.578653,2025-12-23 03:50:39.843971,0 days 00:00:03.265318,32,0.17227619207350153,0.1836134455193979,384,0.000623284192617959,8,3,0.0004839735118320011,PRUNED
19,0.2220112196718762,2025-12-23 03:50:39.844135,2025-12-23 03:50:41.491065,0 days 00:00:01.646930,16,0.10020148425492433,0.22602712137452483,768,0.002959791988777904,4,2,0.004817824762911436,PRUNED
20,0.003992486750216388,2025-12-23 03:50:41.491224,2025-12-23 03:50:42.043459,0 days 00:00:00.552235,128,0.6871462297926747,0.13305393009157093,384,0.00012411807348889367,4,1,1.8208004931022297e-08,PRUNED
21,0.559938235980144,2025-12-23 03:50:42.043612,2025-12-23 03:51:01.566486,0 days 00:00:19.522874,16,0.13484334479264162,0.34202146982532344,768,4.9644192098206626e-05,8,3,1.8633966838580308e-06,COMPLETE
22,0.5461893930101082,2025-12-23 03:51:01.566760,2025-12-23 03:51:19.414575,0 days 00:00:17.847815,16,0.13876385863850668,0.39869425910030853,768,5.336300088073429e-05,8,3,4.982855230626854e-06,COMPLETE
23,0.40452733690445614,2025-12-23 03:51:19.414860,2025-12-23 03:51:22.985136,0 days 00:00:03.570276,16,0.22131190111764698,0.3411028563244101,768,0.0003005090195469951,8,3,1.4230207721833593e-06,PRUNED
24,0.5492654955811859,2025-12-23 03:51:22.985301,2025-12-23 03:51:36.738203,0 days 00:00:13.752902,16,0.37345488932419674,0.32287128091222445,768,5.533841409185703e-05,8,2,2.895052866834972e-05,COMPLETE
25,-0.02487438496339214,2025-12-23 03:51:36.738466,2025-12-23 03:51:37.362584,0 days 00:00:00.624118,128,0.13778027683694655,0.30025782168761267,384,2.0458897884187634e-05,8,2,8.167824967532256e-09,PRUNED
26,0.5549503777950121,2025-12-23 03:51:37.362746,2025-12-23 03:51:54.874572,0 days 00:00:17.511826,16,0.18786810204549093,0.07238427278782406,768,0.00014420302136986066,8,3,0.0003744094624186417,COMPLETE
27,0.521980129144804,2025-12-23 03:51:54.874833,2025-12-23 03:52:02.321853,0 days 00:00:07.447020,16,0.20757701200174902,0.05410624229476452,768,0.0001411013721263788,8,3,0.00010316687771272944,PRUNED
